Origin,Destination,Departure Date,Flight Number,Departure Time,Arrival Time,Duration,Price,Stops,Route Type
B6 690,FLL,BOS,09/04/2025 8:00am,09/04/2025 11:17am,197,$139,https://www.jetblue.com/booking/flights?from=FLL&to=BOS&depart=09%2F04%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 170,FLL,BOS,09/04/2025 4:30pm,09/04/2025 7:50pm,200,$109,https://www.jetblue.com/booking/flights?from=FLL&to=BOS&depart=09%2F04%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 470,FLL,BOS,09/04/2025 8:45pm,09/04/2025 11:59pm,194,$64,https://www.jetblue.com/booking/flights?from=FLL&to=BOS&depart=09%2F04%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1146,FLL,RIC,09/04/2025 8:00pm,09/04/2025 10:21pm,141,$69,https://www.jetblue.com/booking/flights?from=FLL&to=RIC&depart=09%2F04%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2626,FLL,RDU,09/04/2025 8:00pm,09/04/2025 10:10pm,130,$59,https://www.jetblue.com/booking/flights?from=FLL&to=RDU&depart=09%2F04%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1196,FLL,PVD,09/04/2025 2:20pm,09/04/2025 5:25pm,185,$195,https://www.jetblue.com/booking/flights?from=FLL&to=PVD&depart=09%2F04%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 273,FLL,PUJ,09/04/2025 11:20am,09/04/2025 1:55pm,155,$315,https://www.jetblue.com/booking/flights?from=FLL&to=PUJ&depart=09%2F04%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2016,FLL,PHL,09/04/2025 8:15am,09/04/2025 11:05am,170,$174,https://www.jetblue.com/booking/flights?from=FLL&to=PHL&depart=09%2F04%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2202,FLL,PHL,09/04/2025 4:10pm,09/04/2025 7:00pm,170,$79,https://www.jetblue.com/booking/flights?from=FLL&to=PHL&depart=09%2F04%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2020,FLL,ORH,09/04/2025 12:45pm,09/04/2025 3:50pm,185,$89,https://www.jetblue.com/booking/flights?from=FLL&to=ORH&depart=09%2F04%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 41,FLL,MDE,09/04/2025 11:30am,09/04/2025 1:55pm,205,$423,https://www.jetblue.com/booking/flights?from=FLL&to=MDE&depart=09%2F04%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2427,FLL,MBJ,09/04/2025 9:55am,09/04/2025 10:40am,105,$240,https://www.jetblue.com/booking/flights?from=FLL&to=MBJ&depart=09%2F04%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 827,FLL,MBJ,09/04/2025 1:20pm,09/04/2025 2:08pm,108,$109,https://www.jetblue.com/booking/flights?from=FLL&to=MBJ&depart=09%2F04%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 172,FLL,LGA,09/04/2025 9:45am,09/04/2025 12:38pm,173,$139,https://www.jetblue.com/booking/flights?from=FLL&to=LGA&depart=09%2F04%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 272,FLL,LGA,09/04/2025 11:06am,09/04/2025 2:06pm,180,$89,https://www.jetblue.com/booking/flights?from=FLL&to=LGA&depart=09%2F04%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 472,FLL,LGA,09/04/2025 5:35pm,09/04/2025 8:30pm,175,$109,https://www.jetblue.com/booking/flights?from=FLL&to=LGA&depart=09%2F04%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 572,FLL,LGA,09/04/2025 8:05pm,09/04/2025 10:59pm,174,$89,https://www.jetblue.com/booking/flights?from=FLL&to=LGA&depart=09%2F04%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1201,FLL,LAX,09/04/2025 7:00am,09/04/2025 9:35am,335,$109,https://www.jetblue.com/booking/flights?from=FLL&to=LAX&depart=09%2F04%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2801,FLL,LAX,09/04/2025 10:15am,09/04/2025 12:45pm,330,$149,https://www.jetblue.com/booking/flights?from=FLL&to=LAX&depart=09%2F04%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 101,FLL,LAX,09/04/2025 5:32pm,09/04/2025 8:05pm,333,$214,https://www.jetblue.com/booking/flights?from=FLL&to=LAX&depart=09%2F04%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2501,FLL,LAX,09/04/2025 8:40pm,09/04/2025 11:13pm,333,$149,https://www.jetblue.com/booking/flights?from=FLL&to=LAX&depart=09%2F04%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1393,FLL,NAS,09/04/2025 11:00am,09/04/2025 12:10pm,70,$119,https://www.jetblue.com/booking/flights?from=FLL&to=NAS&depart=09%2F04%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1693,FLL,NAS,09/04/2025 3:50pm,09/04/2025 4:52pm,62,$109,https://www.jetblue.com/booking/flights?from=FLL&to=NAS&depart=09%2F04%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1675,FLL,KIN,09/04/2025 11:25am,09/04/2025 12:20pm,115,$228,https://www.jetblue.com/booking/flights?from=FLL&to=KIN&depart=09%2F04%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1775,FLL,KIN,09/04/2025 3:12pm,09/04/2025 4:04pm,112,$202,https://www.jetblue.com/booking/flights?from=FLL&to=KIN&depart=09%2F04%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1302,FLL,JFK,09/04/2025 6:00am,09/04/2025 8:52am,172,$109,https://www.jetblue.com/booking/flights?from=FLL&to=JFK&depart=09%2F04%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1902,FLL,JFK,09/04/2025 11:10am,09/04/2025 2:09pm,179,$109,https://www.jetblue.com/booking/flights?from=FLL&to=JFK&depart=09%2F04%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1802,FLL,JFK,09/04/2025 2:00pm,09/04/2025 4:59pm,179,$109,https://www.jetblue.com/booking/flights?from=FLL&to=JFK&depart=09%2F04%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 602,FLL,JFK,09/04/2025 6:00pm,09/04/2025 9:01pm,181,$89,https://www.jetblue.com/booking/flights?from=FLL&to=JFK&depart=09%2F04%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2102,FLL,JFK,09/04/2025 8:59pm,09/04/2025 11:55pm,176,$59,https://www.jetblue.com/booking/flights?from=FLL&to=JFK&depart=09%2F04%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 814,FLL,HPN,09/04/2025 7:05am,09/04/2025 10:06am,181,$89,https://www.jetblue.com/booking/flights?from=FLL&to=HPN&depart=09%2F04%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 914,FLL,HPN,09/04/2025 7:30pm,09/04/2025 10:30pm,180,$124,https://www.jetblue.com/booking/flights?from=FLL&to=HPN&depart=09%2F04%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1130,FLL,CHS,09/04/2025 7:10am,09/04/2025 8:54am,104,$84,https://www.jetblue.com/booking/flights?from=FLL&to=CHS&depart=09%2F04%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1255,FLL,GYE,09/04/2025 10:00am,09/04/2025 1:30pm,270,$107,https://www.jetblue.com/booking/flights?from=FLL&to=GYE&depart=09%2F04%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1380,FLL,GUA,09/04/2025 11:42am,09/04/2025 12:28pm,166,$69,https://www.jetblue.com/booking/flights?from=FLL&to=GUA&depart=09%2F04%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 306,FLL,EWR,09/04/2025 7:00am,09/04/2025 9:59am,179,$139,https://www.jetblue.com/booking/flights?from=FLL&to=EWR&depart=09%2F04%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 706,FLL,EWR,09/04/2025 8:05pm,09/04/2025 11:04pm,179,$139,https://www.jetblue.com/booking/flights?from=FLL&to=EWR&depart=09%2F04%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1880,FLL,DCA,09/04/2025 6:49am,09/04/2025 9:15am,146,$74,https://www.jetblue.com/booking/flights?from=FLL&to=DCA&depart=09%2F04%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1480,FLL,DCA,09/04/2025 10:00am,09/04/2025 12:26pm,146,$74,https://www.jetblue.com/booking/flights?from=FLL&to=DCA&depart=09%2F04%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2080,FLL,DCA,09/04/2025 6:20pm,09/04/2025 8:54pm,154,$74,https://www.jetblue.com/booking/flights?from=FLL&to=DCA&depart=09%2F04%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 607,FLL,LAS,09/04/2025 8:35pm,09/04/2025 10:49pm,314,$272,https://www.jetblue.com/booking/flights?from=FLL&to=LAS&depart=09%2F04%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2095,FLL,CUN,09/04/2025 7:35am,09/04/2025 8:25am,110,$215,https://www.jetblue.com/booking/flights?from=FLL&to=CUN&depart=09%2F04%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2795,FLL,CUN,09/04/2025 11:00am,09/04/2025 11:50am,110,$275,https://www.jetblue.com/booking/flights?from=FLL&to=CUN&depart=09%2F04%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1586,MCO,BUF,09/05/2025 6:30pm,09/05/2025 9:07pm,157,$89,https://www.jetblue.com/booking/flights?from=MCO&to=BUF&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1013,MCO,CUN,09/05/2025 1:10pm,09/05/2025 2:20pm,130,$122,https://www.jetblue.com/booking/flights?from=MCO&to=CUN&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2324,MCO,DCA,09/05/2025 11:50am,09/05/2025 2:00pm,130,$84,https://www.jetblue.com/booking/flights?from=MCO&to=DCA&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2424,MCO,DCA,09/05/2025 4:03pm,09/05/2025 6:16pm,133,$84,https://www.jetblue.com/booking/flights?from=MCO&to=DCA&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2584,MCO,JFK,09/05/2025 7:24am,09/05/2025 9:59am,155,$89,https://www.jetblue.com/booking/flights?from=MCO&to=JFK&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 184,MCO,JFK,09/05/2025 10:12am,09/05/2025 12:46pm,154,$89,https://www.jetblue.com/booking/flights?from=MCO&to=JFK&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1084,MCO,JFK,09/05/2025 1:30pm,09/05/2025 4:09pm,159,$129,https://www.jetblue.com/booking/flights?from=MCO&to=JFK&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2984,MCO,JFK,09/05/2025 4:00pm,09/05/2025 6:40pm,160,$89,https://www.jetblue.com/booking/flights?from=MCO&to=JFK&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1284,MCO,JFK,09/05/2025 7:18pm,09/05/2025 10:00pm,162,$89,https://www.jetblue.com/booking/flights?from=MCO&to=JFK&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 384,MCO,JFK,09/05/2025 8:15pm,09/05/2025 10:59pm,164,$109,https://www.jetblue.com/booking/flights?from=MCO&to=JFK&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 94,MCO,HPN,09/05/2025 9:16am,09/05/2025 11:59am,163,$69,https://www.jetblue.com/booking/flights?from=MCO&to=HPN&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 194,MCO,HPN,09/05/2025 11:46am,09/05/2025 2:29pm,163,$69,https://www.jetblue.com/booking/flights?from=MCO&to=HPN&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1694,MCO,HPN,09/05/2025 4:19pm,09/05/2025 7:04pm,165,$69,https://www.jetblue.com/booking/flights?from=MCO&to=HPN&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1294,MCO,HPN,09/05/2025 8:21pm,09/05/2025 11:06pm,165,$69,https://www.jetblue.com/booking/flights?from=MCO&to=HPN&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 546,MCO,ISP,09/05/2025 12:38pm,09/05/2025 3:23pm,165,$119,https://www.jetblue.com/booking/flights?from=MCO&to=ISP&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 598,MCO,LGA,09/05/2025 7:23am,09/05/2025 10:00am,157,$109,https://www.jetblue.com/booking/flights?from=MCO&to=LGA&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 698,MCO,LGA,09/05/2025 1:15pm,09/05/2025 3:53pm,158,$89,https://www.jetblue.com/booking/flights?from=MCO&to=LGA&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1098,MCO,LGA,09/05/2025 3:50pm,09/05/2025 6:30pm,160,$59,https://www.jetblue.com/booking/flights?from=MCO&to=LGA&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 798,MCO,LGA,09/05/2025 7:20pm,09/05/2025 9:59pm,159,$59,https://www.jetblue.com/booking/flights?from=MCO&to=LGA&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 730,MCO,BQN,09/05/2025 4:25pm,09/05/2025 7:12pm,167,$191,https://www.jetblue.com/booking/flights?from=MCO&to=BQN&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2028,MCO,EWR,09/05/2025 10:00am,09/05/2025 12:41pm,161,$129,https://www.jetblue.com/booking/flights?from=MCO&to=EWR&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 128,MCO,EWR,09/05/2025 12:15pm,09/05/2025 2:57pm,162,$129,https://www.jetblue.com/booking/flights?from=MCO&to=EWR&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1728,MCO,EWR,09/05/2025 5:00pm,09/05/2025 7:46pm,166,$129,https://www.jetblue.com/booking/flights?from=MCO&to=EWR&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 552,MCO,BOS,09/05/2025 7:40am,09/05/2025 10:40am,180,$114,https://www.jetblue.com/booking/flights?from=MCO&to=BOS&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1452,MCO,BOS,09/05/2025 9:15am,09/05/2025 12:15pm,180,$114,https://www.jetblue.com/booking/flights?from=MCO&to=BOS&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 652,MCO,BOS,09/05/2025 12:20pm,09/05/2025 3:20pm,180,$124,https://www.jetblue.com/booking/flights?from=MCO&to=BOS&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2052,MCO,BOS,09/05/2025 3:10pm,09/05/2025 6:13pm,183,$142,https://www.jetblue.com/booking/flights?from=MCO&to=BOS&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1152,MCO,BOS,09/05/2025 5:20pm,09/05/2025 8:26pm,186,$142,https://www.jetblue.com/booking/flights?from=MCO&to=BOS&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1247,LGA,TPA,09/05/2025 9:35am,09/05/2025 12:36pm,181,$59,https://www.jetblue.com/booking/flights?from=LGA&to=TPA&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 47,LGA,TPA,09/05/2025 8:55pm,09/05/2025 11:46pm,171,$59,https://www.jetblue.com/booking/flights?from=LGA&to=TPA&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 119,MCO,ALB,09/05/2025 6:00pm,09/05/2025 8:47pm,167,$74,https://www.jetblue.com/booking/flights?from=MCO&to=ALB&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 522,MBJ,MCO,09/05/2025 1:13pm,09/05/2025 4:22pm,129,$233,https://www.jetblue.com/booking/flights?from=MBJ&to=MCO&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 780,MBJ,JFK,09/05/2025 1:09pm,09/05/2025 6:00pm,231,$317,https://www.jetblue.com/booking/flights?from=MBJ&to=JFK&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 580,MBJ,JFK,09/05/2025 4:44pm,09/05/2025 9:35pm,231,$317,https://www.jetblue.com/booking/flights?from=MBJ&to=JFK&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2126,MBJ,FLL,09/05/2025 11:45am,09/05/2025 2:32pm,107,$154,https://www.jetblue.com/booking/flights?from=MBJ&to=FLL&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 826,MBJ,FLL,09/05/2025 3:13pm,09/05/2025 5:59pm,106,$154,https://www.jetblue.com/booking/flights?from=MBJ&to=FLL&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2260,MAD,BOS,09/05/2025 1:30pm,09/05/2025 3:32pm,482,$557,https://www.jetblue.com/booking/flights?from=MAD&to=BOS&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 406,ORD,JFK,09/05/2025 6:45am,09/05/2025 9:59am,134,$90,https://www.jetblue.com/booking/flights?from=ORD&to=JFK&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 906,ORD,JFK,09/05/2025 1:36pm,09/05/2025 5:00pm,144,$90,https://www.jetblue.com/booking/flights?from=ORD&to=JFK&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1461,LGA,PBI,09/05/2025 7:59am,09/05/2025 10:55am,176,$69,https://www.jetblue.com/booking/flights?from=LGA&to=PBI&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1761,LGA,PBI,09/05/2025 4:59pm,09/05/2025 8:05pm,186,$69,https://www.jetblue.com/booking/flights?from=LGA&to=PBI&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 138,MCO,BDL,09/05/2025 8:00am,09/05/2025 10:43am,163,$124,https://www.jetblue.com/booking/flights?from=MCO&to=BDL&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 521,MCO,MBJ,09/05/2025 11:00am,09/05/2025 12:05pm,125,$187,https://www.jetblue.com/booking/flights?from=MCO&to=MBJ&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 40,MDE,FLL,09/05/2025 1:30pm,09/05/2025 6:00pm,210,$195,https://www.jetblue.com/booking/flights?from=MDE&to=FLL&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 488,MCO,ORH,09/05/2025 10:45am,09/05/2025 1:34pm,169,$84,https://www.jetblue.com/booking/flights?from=MCO&to=ORH&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 312,ORD,BOS,09/05/2025 9:42am,09/05/2025 1:10pm,148,$90,https://www.jetblue.com/booking/flights?from=ORD&to=BOS&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1012,ORD,BOS,09/05/2025 6:59pm,09/05/2025 10:32pm,153,$54,https://www.jetblue.com/booking/flights?from=ORD&to=BOS&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 599,LGA,MCO,09/05/2025 6:30am,09/05/2025 9:16am,166,$89,https://www.jetblue.com/booking/flights?from=LGA&to=MCO&depart=09%2F05%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
