Origin,Destination,Departure Date,Flight Number,Departure Time,Arrival Time,Duration,Price,Stops,Route Type,Distance (MI)
"MCO","SYR","09/10/2025 12:05pm","B6 656","09/10/2025 2:55pm","170","$99","https://www.jetblue.com/booking/flights?from=MCO&to=SYR&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1055"
"MCO","STI","09/10/2025 6:30am","B6 2265","09/10/2025 8:59am","149","$149","https://www.jetblue.com/booking/flights?from=MCO&to=STI&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","919"
"MCO","SJU","09/10/2025 6:15am","B6 2133","09/10/2025 9:09am","174","$230","https://www.jetblue.com/booking/flights?from=MCO&to=SJU&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1189"
"MCO","SJU","09/10/2025 9:40am","B6 1233","09/10/2025 12:38pm","178","$295","https://www.jetblue.com/booking/flights?from=MCO&to=SJU&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1189"
"MCO","SJU","09/10/2025 2:02pm","B6 1133","09/10/2025 5:02pm","180","$295","https://www.jetblue.com/booking/flights?from=MCO&to=SJU&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1189"
"MCO","SJU","09/10/2025 5:55pm","B6 133","09/10/2025 8:53pm","178","$260","https://www.jetblue.com/booking/flights?from=MCO&to=SJU&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1189"
"MCO","SDQ","09/10/2025 6:00am","B6 1405","09/10/2025 8:34am","154","$144","https://www.jetblue.com/booking/flights?from=MCO&to=SDQ&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1010"
"MCO","CUN","09/10/2025 1:14pm","B6 1013","09/10/2025 2:20pm","126","$122","https://www.jetblue.com/booking/flights?from=MCO&to=CUN&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","619"
"MCO","RIC","09/10/2025 1:10pm","B6 770","09/10/2025 3:15pm","125","$49","https://www.jetblue.com/booking/flights?from=MCO&to=RIC&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","668"
"MCO","PUJ","09/10/2025 9:40am","B6 1077","09/10/2025 12:25pm","165","$134","https://www.jetblue.com/booking/flights?from=MCO&to=PUJ&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1065"
"MCO","MHT","09/10/2025 10:10am","B6 1144","09/10/2025 1:05pm","175","$74","https://www.jetblue.com/booking/flights?from=MCO&to=MHT&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1143"
"MCO","MBJ","09/10/2025 11:00am","B6 521","09/10/2025 12:05pm","125","$124","https://www.jetblue.com/booking/flights?from=MCO&to=MBJ&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","719"
"MCO","LGA","09/10/2025 6:25am","B6 598","09/10/2025 8:58am","153","$59","https://www.jetblue.com/booking/flights?from=MCO&to=LGA&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","951"
"MCO","LGA","09/10/2025 1:15pm","B6 698","09/10/2025 3:53pm","158","$59","https://www.jetblue.com/booking/flights?from=MCO&to=LGA&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","951"
"MCO","LGA","09/10/2025 3:50pm","B6 1098","09/10/2025 6:30pm","160","$59","https://www.jetblue.com/booking/flights?from=MCO&to=LGA&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","951"
"MCO","JFK","09/10/2025 10:12am","B6 184","09/10/2025 12:48pm","156","$109","https://www.jetblue.com/booking/flights?from=MCO&to=JFK&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","945"
"MCO","JFK","09/10/2025 1:30pm","B6 1084","09/10/2025 4:09pm","159","$89","https://www.jetblue.com/booking/flights?from=MCO&to=JFK&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","945"
"MCO","JFK","09/10/2025 4:00pm","B6 2984","09/10/2025 6:45pm","165","$59","https://www.jetblue.com/booking/flights?from=MCO&to=JFK&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","945"
"MCO","JFK","09/10/2025 7:17pm","B6 1284","09/10/2025 9:59pm","162","$59","https://www.jetblue.com/booking/flights?from=MCO&to=JFK&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","945"
"MCO","ISP","09/10/2025 12:38pm","B6 546","09/10/2025 3:23pm","165","$49","https://www.jetblue.com/booking/flights?from=MCO&to=ISP&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","972"
"MCO","HPN","09/10/2025 9:16am","B6 94","09/10/2025 11:59am","163","$69","https://www.jetblue.com/booking/flights?from=MCO&to=HPN&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","973"
"MCO","HPN","09/10/2025 11:46am","B6 194","09/10/2025 2:29pm","163","$69","https://www.jetblue.com/booking/flights?from=MCO&to=HPN&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","973"
"MCO","HPN","09/10/2025 4:19pm","B6 1694","09/10/2025 7:04pm","165","$69","https://www.jetblue.com/booking/flights?from=MCO&to=HPN&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","973"
"MCO","HPN","09/10/2025 8:21pm","B6 1294","09/10/2025 11:06pm","165","$69","https://www.jetblue.com/booking/flights?from=MCO&to=HPN&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","973"
"MCO","EWR","09/10/2025 10:05am","B6 2028","09/10/2025 12:49pm","164","$64","https://www.jetblue.com/booking/flights?from=MCO&to=EWR&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","938"
"MCO","EWR","09/10/2025 5:00pm","B6 1728","09/10/2025 7:46pm","166","$64","https://www.jetblue.com/booking/flights?from=MCO&to=EWR&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","938"
"MCO","PVD","09/10/2025 5:10pm","B6 2875","09/10/2025 8:02pm","172","$114","https://www.jetblue.com/booking/flights?from=MCO&to=PVD&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1073"
"LAX","BOS","09/10/2025 6:00am","B6 888","09/10/2025 2:34pm","334","$279","https://www.jetblue.com/booking/flights?from=LAX&to=BOS&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2605"
"LAX","BOS","09/10/2025 9:00am","B6 288","09/10/2025 5:59pm","359","$189","https://www.jetblue.com/booking/flights?from=LAX&to=BOS&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2605"
"LAX","BOS","09/10/2025 1:30pm","B6 188","09/10/2025 10:27pm","357","$279","https://www.jetblue.com/booking/flights?from=LAX&to=BOS&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2605"
"LAX","BOS","09/10/2025 9:45pm","B6 988","09/10/2025 6:25am","340","$319","https://www.jetblue.com/booking/flights?from=LAX&to=BOS&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2605"
"JFK","RSW","09/10/2025 7:29am","B6 1529","09/10/2025 10:41am","192","$59","https://www.jetblue.com/booking/flights?from=JFK&to=RSW&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1076"
"JFK","RSW","09/10/2025 2:30pm","B6 2129","09/10/2025 5:44pm","194","$59","https://www.jetblue.com/booking/flights?from=JFK&to=RSW&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1076"
"LAS","FLL","09/10/2025 11:40pm","B6 608","09/10/2025 7:20am","280","$79","https://www.jetblue.com/booking/flights?from=LAS&to=FLL&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2170"
"JFK","PUJ","09/10/2025 6:25am","B6 869","09/10/2025 10:15am","230","$134","https://www.jetblue.com/booking/flights?from=JFK&to=PUJ&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1559"
"JFK","PUJ","09/10/2025 8:05am","B6 169","09/10/2025 12:11pm","246","$171","https://www.jetblue.com/booking/flights?from=JFK&to=PUJ&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1559"
"JFK","POS","09/10/2025 9:29am","B6 117","09/10/2025 2:34pm","305","$154","https://www.jetblue.com/booking/flights?from=JFK&to=POS&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2211"
"JFK","POP","09/10/2025 10:30am","B6 627","09/10/2025 2:09pm","219","$246","https://www.jetblue.com/booking/flights?from=JFK&to=POP&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1455"
"JFK","PIT","09/10/2025 3:30pm","B6 2195","09/10/2025 5:10pm","100","$54","https://www.jetblue.com/booking/flights?from=JFK&to=PIT&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","339"
"JFK","PIT","09/10/2025 10:00pm","B6 1195","09/10/2025 11:48pm","108","$54","https://www.jetblue.com/booking/flights?from=JFK&to=PIT&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","339"
"JFK","PHX","09/10/2025 8:00pm","B6 135","09/10/2025 10:29pm","329","$99","https://www.jetblue.com/booking/flights?from=JFK&to=PHX&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2152"
"JFK","PBI","09/10/2025 6:30am","B6 953","09/10/2025 9:21am","171","$69","https://www.jetblue.com/booking/flights?from=JFK&to=PBI&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1030"
"JFK","PBI","09/10/2025 2:00pm","B6 125","09/10/2025 5:12pm","192","$109","https://www.jetblue.com/booking/flights?from=JFK&to=PBI&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1030"
"JFK","PBI","09/10/2025 6:30pm","B6 1053","09/10/2025 9:34pm","184","$69","https://www.jetblue.com/booking/flights?from=JFK&to=PBI&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1030"
"JFK","ORD","09/10/2025 11:00am","B6 905","09/10/2025 12:42pm","162","$119","https://www.jetblue.com/booking/flights?from=JFK&to=ORD&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","738"
"JFK","ONT","09/10/2025 6:35pm","B6 355","09/10/2025 9:29pm","354","$119","https://www.jetblue.com/booking/flights?from=JFK&to=ONT&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2424"
"JFK","PVD","09/10/2025 10:00pm","B6 1128","09/10/2025 11:12pm","72","$59","https://www.jetblue.com/booking/flights?from=JFK&to=PVD&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","143"
"JFK","MVY","09/10/2025 9:30am","B6 1338","09/10/2025 10:39am","69","$149","https://www.jetblue.com/booking/flights?from=JFK&to=MVY&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","173"
"JFK","MBJ","09/10/2025 8:50am","B6 779","09/10/2025 11:54am","244","$271","https://www.jetblue.com/booking/flights?from=JFK&to=MBJ&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1549"
"JFK","MBJ","09/10/2025 12:20pm","B6 479","09/10/2025 3:19pm","239","$236","https://www.jetblue.com/booking/flights?from=JFK&to=MBJ&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1549"
"JFK","LHR","09/10/2025 8:45am","B6 1107","09/10/2025 8:45pm","420","$284","https://www.jetblue.com/booking/flights?from=JFK&to=LHR&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","3443"
"JFK","LHR","09/10/2025 8:59pm","B6 7","09/10/2025 9:30am","451","$199","https://www.jetblue.com/booking/flights?from=JFK&to=LHR&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","3443"
"JFK","LAX","09/10/2025 6:00am","B6 123","09/10/2025 8:55am","355","$119","https://www.jetblue.com/booking/flights?from=JFK&to=LAX&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2470"
"JFK","LAX","09/10/2025 7:02am","B6 223","09/10/2025 9:59am","357","$119","https://www.jetblue.com/booking/flights?from=JFK&to=LAX&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2470"
"JFK","LAX","09/10/2025 8:15am","B6 323","09/10/2025 11:14am","359","$119","https://www.jetblue.com/booking/flights?from=JFK&to=LAX&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2470"
"JFK","LAX","09/10/2025 9:20am","B6 523","09/10/2025 12:15pm","355","$119","https://www.jetblue.com/booking/flights?from=JFK&to=LAX&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2470"
"JFK","LAX","09/10/2025 12:15pm","B6 423","09/10/2025 3:09pm","354","$204","https://www.jetblue.com/booking/flights?from=JFK&to=LAX&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2470"
"JFK","LAX","09/10/2025 4:30pm","B6 1023","09/10/2025 7:29pm","359","$119","https://www.jetblue.com/booking/flights?from=JFK&to=LAX&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2470"
"JFK","LAX","09/10/2025 6:00pm","B6 1523","09/10/2025 9:05pm","365","$119","https://www.jetblue.com/booking/flights?from=JFK&to=LAX&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2470"
"JFK","LAX","09/10/2025 8:00pm","B6 823","09/10/2025 11:08pm","368","$119","https://www.jetblue.com/booking/flights?from=JFK&to=LAX&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2470"
"JFK","LAX","09/10/2025 9:09pm","B6 1223","09/10/2025 12:09am","360","$119","https://www.jetblue.com/booking/flights?from=JFK&to=LAX&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2470"
"JFK","LAS","09/10/2025 6:30am","B6 411","09/10/2025 8:57am","327","$99","https://www.jetblue.com/booking/flights?from=JFK&to=LAS&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2243"
"JFK","LAS","09/10/2025 9:50am","B6 511","09/10/2025 12:25pm","335","$179","https://www.jetblue.com/booking/flights?from=JFK&to=LAS&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2243"
"JFK","LAS","09/10/2025 12:00pm","B6 1211","09/10/2025 2:33pm","333","$99","https://www.jetblue.com/booking/flights?from=JFK&to=LAS&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2243"
"JFK","LAS","09/10/2025 3:29pm","B6 1811","09/10/2025 6:10pm","341","$99","https://www.jetblue.com/booking/flights?from=JFK&to=LAS&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2243"
"JFK","LAS","09/10/2025 6:45pm","B6 711","09/10/2025 9:22pm","337","$99","https://www.jetblue.com/booking/flights?from=JFK&to=LAS&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2243"
"JFK","KIN","09/10/2025 5:01am","B6 2","09/10/2025 7:53am","232","$278","https://www.jetblue.com/booking/flights?from=JFK&to=KIN&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1588"
"JFK","KIN","09/10/2025 3:30pm","B6 1759","09/10/2025 6:34pm","244","$253","https://www.jetblue.com/booking/flights?from=JFK&to=KIN&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1588"
